Frequency: 1000Hz, Channels: 8
-1.861779837224464281e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861761061759121658e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861744074433335627e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861735804287887295e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861714123095765535e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861710993851542007e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861716134752766520e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861691547833865625e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861594988297818927e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861504687250219285e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861760838241677266e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861753685683451477e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861675007542968960e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861651314693846216e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861634103850615502e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861600576233932516e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861585600565147470e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861584482977924927e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861559225506690273e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
-1.861531732861010241e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05,-1.875000223517444683e+05
